AIDS診斷年份,AIDS診斷月份,性別,診斷年齡分組,個案數,縣市
2014,1,女,35-49,1,彰化縣
2014,1,男,15-24,2,彰化縣
2014,1,男,35-49,3,彰化縣
2014,2,男,15-24,2,台中市
2014,2,男,25-34,4,台中市
2014,2,男,50-64,1,台中市
2014,2,女,65以上,1,台北市
2014,2,男,15-24,3,台北市
2014,2,男,25-34,8,台北市
2014,2,男,35-49,5,台北市
2014,2,男,50-64,3,台北市
2014,2,女,50-64,1,台南市
2014,2,男,15-24,2,台南市
2014,2,男,25-34,4,台南市
2014,2,男,35-49,2,台南市
2014,2,男,50-64,1,台南市
2014,2,男,15-24,1,宜蘭縣
2014,2,男,35-49,1,宜蘭縣
2014,2,男,25-34,1,花蓮縣
2014,2,男,25-34,1,南投縣
2014,2,男,65以上,1,南投縣
2014,2,男,15-24,1,屏東縣
2014,2,男,25-34,3,屏東縣
2014,2,男,35-49,2,屏東縣
2014,2,男,25-34,1,苗栗縣
2014,2,女,35-49,1,桃園市
2014,2,男,25-34,5,桃園市
2014,2,男,35-49,5,桃園市
2014,2,男,15-24,3,高雄市
2014,2,男,25-34,5,高雄市
2014,2,男,35-49,7,高雄市
2014,2,男,50-64,1,高雄市
2014,2,男,35-49,2,雲林縣
2014,2,男,25-34,10,新北市
2014,2,男,35-49,6,新北市
2014,2,男,50-64,1,新北市
2014,2,男,15-24,1,新竹市
2014,2,女,35-49,1,新竹縣
2014,2,男,25-34,1,新竹縣
2014,2,男,25-34,2,彰化縣
2014,3,女,25-34,1,台中市
2014,3,男,15-24,2,台中市
2014,3,男,25-34,10,台中市
2014,3,男,35-49,4,台中市
2014,3,男,50-64,1,台中市
2014,3,女,未滿15,1,台北市
2014,3,男,15-24,3,台北市
2014,3,男,25-34,7,台北市
2014,3,男,35-49,10,台北市
2014,3,男,50-64,1,台北市
2014,3,男,35-49,1,台東縣
2014,3,男,15-24,1,台南市
2014,3,男,25-34,8,台南市
2014,3,男,35-49,2,台南市
2014,3,男,25-34,2,宜蘭縣
2014,3,男,25-34,1,花蓮縣
2014,3,男,35-49,1,花蓮縣
2014,3,男,15-24,1,屏東縣
2014,3,男,25-34,1,屏東縣
2014,3,男,35-49,2,屏東縣
2014,3,男,50-64,1,屏東縣
2014,3,男,35-49,1,苗栗縣
2014,3,女,35-49,1,桃園市
2014,3,男,25-34,5,桃園市
2014,3,男,35-49,6,桃園市
2014,3,男,50-64,1,桃園市
2014,3,男,15-24,3,高雄市
2014,3,男,25-34,6,高雄市
2014,3,男,35-49,2,高雄市
2014,3,男,65以上,2,高雄市
2014,3,女,25-34,1,基隆市
2014,3,男,25-34,1,基隆市
2014,3,男,35-49,1,雲林縣
2014,3,男,15-24,2,新北市
2014,3,男,25-34,10,新北市
2014,3,男,35-49,8,新北市
2014,3,男,50-64,2,新北市
2014,3,男,65以上,1,新北市
2014,3,男,25-34,1,新竹市
2014,3,男,35-49,1,新竹縣
2014,3,男,25-34,2,嘉義市
2014,3,男,25-34,1,嘉義縣
2014,3,男,15-24,1,彰化縣
2014,3,男,25-34,1,彰化縣
2014,3,男,35-49,1,彰化縣
2014,4,女,35-49,1,台中市
2014,4,男,15-24,1,台中市
2014,4,男,25-34,10,台中市
2014,4,男,35-49,6,台中市
2014,4,男,50-64,2,台中市
2014,4,男,65以上,1,台中市
2014,4,女,65以上,1,台北市
2014,4,男,15-24,1,台北市
2014,4,男,25-34,6,台北市
2014,4,男,35-49,4,台北市
2014,4,男,65以上,1,台北市
2014,4,男,25-34,3,台南市
2014,4,男,35-49,1,台南市
2014,4,男,50-64,1,台南市
2014,4,男,35-49,1,宜蘭縣
2014,4,男,35-49,1,花蓮縣
2014,4,男,35-49,1,南投縣
2014,4,男,35-49,1,屏東縣
2014,4,男,35-49,1,苗栗縣
2014,4,男,15-24,1,桃園市
2014,4,男,25-34,3,桃園市
2014,4,男,35-49,4,桃園市
2014,4,男,50-64,1,桃園市
2014,4,女,25-34,1,高雄市
2014,4,女,35-49,1,高雄市
2014,4,男,15-24,4,高雄市
2014,4,男,25-34,7,高雄市
2014,4,男,35-49,5,高雄市
2014,4,男,50-64,1,高雄市
2014,4,男,15-24,1,雲林縣
2014,4,男,25-34,2,雲林縣
2014,4,男,35-49,2,雲林縣
2014,4,男,50-64,1,雲林縣
2014,4,女,35-49,2,新北市
2014,4,男,15-24,6,新北市
2014,4,男,25-34,12,新北市
2014,4,男,35-49,10,新北市
2014,4,男,50-64,4,新北市
2014,4,男,15-24,1,新竹市
2014,4,男,25-34,3,新竹市
2014,4,男,35-49,1,新竹市
2014,4,女,25-34,1,新竹縣
2014,4,男,25-34,2,新竹縣
2014,4,男,35-49,1,新竹縣
2014,4,男,50-64,1,嘉義縣
2014,4,男,15-24,2,彰化縣
2014,4,男,25-34,3,彰化縣
2014,4,男,35-49,3,彰化縣
2014,4,男,50-64,1,彰化縣
2014,5,女,25-34,1,台中市
2014,5,男,15-24,1,台中市
2014,5,男,25-34,4,台中市
2014,5,男,35-49,5,台中市
2014,5,男,50-64,1,台中市
2014,5,女,50-64,1,台北市
2014,5,男,15-24,2,台北市
2014,5,男,25-34,4,台北市
2014,5,男,35-49,3,台北市
2014,5,男,50-64,1,台北市
2014,5,男,25-34,1,台南市
2014,5,男,35-49,1,台南市
2014,5,男,50-64,1,台南市
2014,5,男,15-24,1,花蓮縣
2014,5,男,25-34,2,花蓮縣
2014,5,男,25-34,3,南投縣
2014,5,男,15-24,2,屏東縣
2014,5,男,35-49,1,屏東縣
2014,5,男,25-34,1,苗栗縣
2014,5,男,25-34,6,桃園市
2014,5,男,35-49,3,桃園市
2014,5,女,35-49,2,高雄市
2014,5,男,15-24,4,高雄市
2014,5,男,25-34,8,高雄市
2014,5,男,35-49,14,高雄市
2014,5,男,50-64,1,高雄市
2014,5,男,25-34,1,基隆市
2014,5,男,35-49,2,基隆市
2014,5,男,35-49,1,雲林縣
2014,5,女,50-64,1,新北市
2014,5,男,15-24,4,新北市
2014,5,男,25-34,8,新北市
2014,5,男,35-49,10,新北市
2014,5,男,50-64,1,新北市
2014,5,男,15-24,1,新竹市
2014,5,男,25-34,1,新竹市
2014,5,男,35-49,2,新竹市
2014,5,男,25-34,1,新竹縣
2014,5,男,15-24,1,嘉義市
2014,5,男,35-49,1,嘉義市
2014,5,男,35-49,1,嘉義縣
2014,5,男,50-64,3,嘉義縣
2014,5,女,35-49,1,彰化縣
2014,5,女,50-64,1,彰化縣
2014,5,男,25-34,1,彰化縣
2014,5,男,35-49,4,彰化縣
2014,5,男,50-64,2,彰化縣
2014,6,女,25-34,1,台中市
2014,6,女,35-49,1,台中市
2014,6,男,25-34,4,台中市
2014,6,男,35-49,3,台中市
2014,6,女,50-64,1,台北市
2014,6,男,15-24,3,台北市
2014,6,男,25-34,9,台北市
2014,6,男,35-49,4,台北市
2014,6,男,35-49,1,台東縣
2014,6,男,50-64,1,台東縣
2014,6,男,15-24,1,台南市
2014,6,男,25-34,2,台南市
2014,6,男,35-49,2,台南市
2014,6,男,25-34,1,宜蘭縣
2014,6,男,50-64,1,宜蘭縣
2014,6,男,25-34,1,花蓮縣
2014,6,男,35-49,1,南投縣
2014,6,男,50-64,1,南投縣
2014,6,男,65以上,1,南投縣
2014,6,男,15-24,1,苗栗縣
2014,6,男,15-24,2,桃園市
2014,6,男,25-34,1,桃園市
2014,6,男,35-49,5,桃園市
2014,6,女,35-49,1,高雄市
2014,6,男,15-24,2,高雄市
2014,6,男,25-34,7,高雄市
2014,6,男,35-49,4,高雄市
2014,6,男,50-64,1,高雄市
2014,6,男,25-34,1,基隆市
2014,6,男,35-49,1,基隆市
2014,6,男,50-64,1,雲林縣
2014,6,女,35-49,1,新北市
2014,6,男,15-24,1,新北市
2014,6,男,25-34,17,新北市
2014,6,男,35-49,12,新北市
2014,6,男,65以上,2,新北市
2014,6,男,15-24,1,新竹市
2014,6,男,25-34,3,新竹市
2014,6,男,35-49,1,新竹市
2014,6,男,25-34,1,新竹縣
2014,6,男,35-49,1,嘉義縣
2014,6,男,15-24,1,彰化縣
2014,6,男,25-34,1,彰化縣
2014,6,男,65以上,1,彰化縣
2014,7,男,15-24,4,台中市
2014,7,男,25-34,8,台中市
2014,7,男,35-49,4,台中市
2014,7,男,50-64,2,台中市
2014,7,男,15-24,1,台北市
2014,7,男,25-34,12,台北市
2014,7,男,35-49,6,台北市
2014,7,男,15-24,2,台南市
2014,7,男,25-34,3,台南市
2014,7,男,35-49,1,台南市
2014,7,男,15-24,1,宜蘭縣
2014,7,男,25-34,1,花蓮縣
2014,7,男,35-49,4,花蓮縣
2014,7,男,15-24,1,南投縣
2014,7,男,25-34,2,南投縣
2014,7,男,15-24,3,屏東縣
2014,7,男,25-34,1,屏東縣
2014,7,男,35-49,2,屏東縣
2014,7,女,25-34,1,桃園市
2014,7,女,35-49,1,桃園市
2014,7,男,15-24,1,桃園市
2014,7,男,25-34,4,桃園市
2014,7,男,35-49,4,桃園市
2014,7,男,50-64,3,桃園市
2014,7,男,15-24,2,高雄市
2014,7,男,25-34,5,高雄市
2014,7,男,35-49,7,高雄市
2014,7,男,50-64,4,高雄市
2014,7,女,35-49,1,基隆市
2014,7,男,25-34,1,基隆市
2014,7,男,35-49,1,基隆市
2014,7,男,25-34,2,雲林縣
2014,7,男,35-49,1,雲林縣
2014,7,女,25-34,1,新北市
2014,7,男,15-24,2,新北市
2014,7,男,25-34,11,新北市
2014,7,男,35-49,5,新北市
2014,7,男,50-64,2,新北市
2014,7,男,25-34,1,新竹市
2014,7,男,15-24,1,新竹縣
2014,7,男,25-34,2,新竹縣
2014,7,男,35-49,1,嘉義市
2014,7,男,50-64,1,嘉義市
2014,7,男,15-24,1,嘉義縣
2014,7,男,35-49,1,嘉義縣
2014,7,男,50-64,1,嘉義縣
2014,7,男,25-34,2,彰化縣
2014,7,男,35-49,4,彰化縣
2014,8,女,35-49,1,台中市
2014,8,女,50-64,1,台中市
2014,8,男,15-24,4,台中市
2014,8,男,25-34,9,台中市
2014,8,男,35-49,5,台中市
2014,8,男,25-34,4,台北市
2014,8,男,35-49,8,台北市
2014,8,女,50-64,1,台南市
2014,8,男,25-34,3,台南市
2014,8,男,35-49,4,台南市
2014,8,男,50-64,2,台南市
2014,8,男,25-34,1,宜蘭縣
2014,8,男,25-34,1,花蓮縣
2014,8,男,35-49,2,花蓮縣
2014,8,男,50-64,1,南投縣
2014,8,男,15-24,1,屏東縣
2014,8,男,25-34,1,屏東縣
2014,8,男,50-64,1,苗栗縣
2014,8,女,25-34,1,桃園市
2014,8,男,25-34,5,桃園市
2014,8,男,35-49,5,桃園市
2014,8,男,50-64,4,桃園市
2014,8,女,25-34,1,高雄市
2014,8,女,35-49,1,高雄市
2014,8,男,25-34,10,高雄市
2014,8,男,35-49,6,高雄市
2014,8,男,50-64,3,高雄市
2014,8,男,25-34,1,雲林縣
2014,8,男,35-49,2,雲林縣
2014,8,女,25-34,1,新北市
2014,8,男,15-24,5,新北市
2014,8,男,25-34,5,新北市
2014,8,男,35-49,8,新北市
2014,8,男,50-64,4,新北市
2014,8,男,65以上,1,新北市
2014,8,男,15-24,1,新竹市
2014,8,男,15-24,1,新竹縣
2014,8,男,25-34,1,新竹縣
2014,8,男,15-24,1,彰化縣
2014,8,男,25-34,1,彰化縣
2014,8,男,50-64,1,彰化縣
2014,8,男,65以上,1,彰化縣
2014,9,女,25-34,1,台中市
2014,9,男,15-24,2,台中市
2014,9,男,25-34,1,台中市
2014,9,男,35-49,4,台中市
2014,9,男,50-64,1,台中市
2014,9,男,15-24,3,台北市
2014,9,男,25-34,10,台北市
2014,9,男,35-49,3,台北市
2014,9,男,50-64,1,台北市
2014,9,男,35-49,1,台東縣
2014,9,男,25-34,1,台南市
2014,9,男,35-49,1,台南市
2014,9,男,35-49,1,宜蘭縣
2014,9,男,15-24,1,花蓮縣
2014,9,男,25-34,2,南投縣
2014,9,男,35-49,2,南投縣
2014,9,男,15-24,1,桃園市
2014,9,男,25-34,4,桃園市
2014,9,男,35-49,4,桃園市
2014,9,男,50-64,3,桃園市
2014,9,男,15-24,3,高雄市
2014,9,男,25-34,5,高雄市
2014,9,男,35-49,4,高雄市
2014,9,女,25-34,1,基隆市
2014,9,男,35-49,2,基隆市
2014,9,女,35-49,1,雲林縣
2014,9,男,35-49,1,雲林縣
2014,9,女,25-34,1,新北市
2014,9,男,15-24,2,新北市
2014,9,男,25-34,12,新北市
2014,9,男,35-49,8,新北市
2014,9,男,50-64,1,新北市
2014,9,男,65以上,1,新北市
2014,9,男,25-34,2,新竹市
2014,9,男,35-49,1,新竹市
2014,9,男,25-34,1,新竹縣
2014,9,男,35-49,1,新竹縣
2014,9,女,35-49,1,彰化縣
2014,9,男,25-34,1,彰化縣
2014,9,男,35-49,6,彰化縣
2014,10,女,35-49,1,台中市
2014,10,男,15-24,2,台中市
2014,10,男,25-34,8,台中市
2014,10,男,35-49,1,台中市
2014,10,男,50-64,1,台中市
2014,10,男,65以上,1,台中市
2014,10,男,25-34,8,台北市
2014,10,男,35-49,5,台北市
2014,10,男,15-24,1,台東縣
2014,10,男,15-24,3,台南市
2014,10,男,25-34,6,台南市
2014,10,男,35-49,1,台南市
2014,10,男,50-64,1,台南市
2014,10,男,25-34,2,宜蘭縣
2014,10,男,15-24,1,花蓮縣
2014,10,男,25-34,2,花蓮縣
2014,10,男,15-24,1,南投縣
2014,10,男,35-49,1,南投縣
2014,10,男,25-34,3,屏東縣
2014,10,男,35-49,2,屏東縣
2014,10,男,50-64,1,屏東縣
2014,10,男,25-34,1,苗栗縣
2014,10,男,35-49,1,苗栗縣
2014,10,男,15-24,1,桃園市
2014,10,男,25-34,7,桃園市
2014,10,男,35-49,3,桃園市
2014,10,男,50-64,3,桃園市
2014,10,男,15-24,2,高雄市
2014,10,男,25-34,5,高雄市
2014,10,男,35-49,1,高雄市
2014,10,男,50-64,4,高雄市
2014,10,男,25-34,2,基隆市
2014,10,男,50-64,1,基隆市
2014,10,男,25-34,1,雲林縣
2014,10,男,35-49,2,雲林縣
2014,10,女,35-49,1,新北市
2014,10,女,50-64,1,新北市
2014,10,男,15-24,1,新北市
2014,10,男,25-34,21,新北市
2014,10,男,35-49,11,新北市
2014,10,男,50-64,1,新北市
2014,10,男,65以上,1,新北市
2014,10,男,25-34,3,新竹市
2014,10,男,35-49,3,新竹市
2014,10,男,25-34,3,新竹縣
2014,10,男,35-49,1,新竹縣
2014,10,女,50-64,1,嘉義市
2014,10,男,25-34,1,嘉義縣
2014,10,男,50-64,1,嘉義縣
2014,10,男,25-34,2,彰化縣
2014,10,男,35-49,2,彰化縣
2014,10,男,50-64,1,彰化縣
2014,11,男,25-34,7,台中市
2014,11,男,35-49,4,台中市
2014,11,男,50-64,2,台中市
2014,11,男,65以上,1,台中市
2014,11,女,50-64,1,台北市
2014,11,男,15-24,3,台北市
2014,11,男,25-34,6,台北市
2014,11,男,35-49,5,台北市
2014,11,男,50-64,3,台北市
2014,11,男,65以上,1,台北市
2014,11,男,25-34,1,台東縣
2014,11,女,35-49,1,台南市
2014,11,男,25-34,4,台南市
2014,11,男,35-49,1,台南市
2014,11,男,50-64,1,台南市
2014,11,男,25-34,1,花蓮縣
2014,11,男,25-34,1,南投縣
2014,11,男,35-49,1,南投縣
2014,11,男,25-34,2,屏東縣
2014,11,男,35-49,1,苗栗縣
2014,11,男,15-24,1,桃園市
2014,11,男,25-34,2,桃園市
2014,11,男,35-49,5,桃園市
2014,11,男,50-64,1,桃園市
2014,11,男,15-24,1,高雄市
2014,11,男,25-34,8,高雄市
2014,11,男,35-49,4,高雄市
2014,11,男,35-49,1,基隆市
2014,11,男,50-64,1,基隆市
2014,11,男,25-34,1,雲林縣
2014,11,男,35-49,1,雲林縣
2014,11,女,35-49,4,新北市
2014,11,女,50-64,2,新北市
2014,11,男,15-24,1,新北市
2014,11,男,25-34,8,新北市
2014,11,男,35-49,6,新北市
2014,11,男,50-64,2,新北市
2014,11,男,35-49,1,新竹市
2014,11,男,25-34,1,新竹縣
2014,11,男,15-24,1,彰化縣
2014,11,男,35-49,2,彰化縣
2014,12,男,15-24,1,台中市
2014,12,男,25-34,10,台中市
2014,12,男,35-49,4,台中市
2014,12,男,50-64,1,台中市
2014,12,女,35-49,1,台北市
2014,12,男,15-24,2,台北市
2014,12,男,25-34,5,台北市
2014,12,男,50-64,1,台北市
2014,12,男,25-34,1,台東縣
2014,12,男,15-24,2,台南市
2014,12,男,25-34,1,台南市
2014,12,男,35-49,3,台南市
2014,12,男,35-49,1,花蓮縣
2014,12,男,25-34,2,南投縣
2014,12,男,35-49,1,屏東縣
2014,12,男,50-64,1,屏東縣
2014,12,男,25-34,2,桃園市
2014,12,男,35-49,3,桃園市
2014,12,女,35-49,1,高雄市
2014,12,男,15-24,1,高雄市
2014,12,男,25-34,7,高雄市
2014,12,男,35-49,5,高雄市
2014,12,男,50-64,2,高雄市
2014,12,女,35-49,1,基隆市
2014,12,女,35-49,1,雲林縣
2014,12,男,25-34,1,雲林縣
2014,12,男,50-64,1,雲林縣
2014,12,女,35-49,1,新北市
2014,12,男,15-24,3,新北市
2014,12,男,25-34,8,新北市
2014,12,男,35-49,12,新北市
2014,12,男,25-34,1,新竹市
2014,12,男,50-64,1,新竹縣
2014,12,男,15-24,1,嘉義市
2014,12,男,15-24,1,嘉義縣
2014,12,男,35-49,2,嘉義縣
2014,12,男,25-34,4,彰化縣
2014,12,男,50-64,1,彰化縣
2015,1,男,15-24,2,台中市
2015,1,男,25-34,5,台中市
2015,1,男,15-24,1,台北市
2015,1,男,25-34,5,台北市
2015,1,男,35-49,8,台北市
2015,1,男,25-34,1,台東縣
2015,1,女,25-34,1,台南市
2015,1,男,25-34,2,台南市
2015,1,男,25-34,1,宜蘭縣
2015,1,男,25-34,1,南投縣
2015,1,男,35-49,1,南投縣
2015,1,男,15-24,1,屏東縣
2015,1,男,25-34,1,屏東縣
2015,1,男,25-34,2,桃園市
2015,1,男,35-49,6,桃園市
2015,1,男,50-64,1,桃園市
2015,1,女,35-49,1,高雄市
2015,1,男,15-24,3,高雄市
2015,1,男,25-34,5,高雄市
2015,1,男,35-49,6,高雄市
2015,1,男,50-64,1,高雄市
2015,1,男,15-24,1,基隆市
2015,1,男,25-34,1,基隆市
2015,1,男,35-49,1,基隆市
2015,1,男,15-24,2,雲林縣
2015,1,男,15-24,6,新北市
2015,1,男,25-34,6,新北市
2015,1,男,35-49,6,新北市
2015,1,男,50-64,5,新北市
2015,1,男,65以上,2,新北市
2015,1,男,35-49,2,新竹市
2015,1,男,25-34,1,新竹縣
2015,1,男,35-49,1,嘉義市
2015,1,男,15-24,1,嘉義縣
2015,1,男,15-24,1,彰化縣
2015,1,男,25-34,1,彰化縣
2015,1,男,35-49,1,彰化縣
2015,1,男,50-64,1,彰化縣
2015,1,男,25-34,1,澎湖縣
2015,2,男,25-34,7,台中市
2015,2,男,35-49,7,台中市
2015,2,男,50-64,1,台中市
2015,2,男,15-24,1,台北市
2015,2,男,25-34,5,台北市
2015,2,男,35-49,6,台北市
2015,2,男,50-64,1,台北市
2015,2,男,15-24,1,台東縣
2015,2,女,35-49,1,台南市
2015,2,男,15-24,1,台南市
2015,2,男,35-49,1,台南市
2015,2,男,50-64,1,台南市
2015,2,男,25-34,1,花蓮縣
2015,2,男,35-49,2,花蓮縣
2015,2,女,35-49,1,南投縣
2015,2,男,25-34,1,南投縣
2015,2,男,25-34,1,屏東縣
2015,2,男,35-49,2,屏東縣
2015,2,男,25-34,1,苗栗縣
2015,2,男,35-49,1,苗栗縣
2015,2,女,50-64,1,桃園市
2015,2,男,15-24,1,桃園市
2015,2,男,25-34,3,桃園市
2015,2,男,35-49,3,桃園市
2015,2,女,35-49,1,高雄市
2015,2,男,15-24,4,高雄市
2015,2,男,25-34,4,高雄市
2015,2,男,35-49,4,高雄市
2015,2,男,15-24,1,基隆市
2015,2,男,25-34,1,基隆市
2015,2,男,35-49,1,雲林縣
2015,2,男,15-24,1,新北市
2015,2,男,25-34,6,新北市
2015,2,男,35-49,8,新北市
2015,2,男,50-64,2,新北市
2015,2,男,65以上,1,新北市
2015,2,男,35-49,2,新竹縣
2015,2,男,35-49,1,嘉義縣
2015,2,男,50-64,1,嘉義縣
2015,2,男,25-34,1,彰化縣
2015,2,男,35-49,1,彰化縣
2015,3,男,15-24,4,台中市
2015,3,男,25-34,8,台中市
2015,3,男,35-49,2,台中市
2015,3,男,50-64,1,台中市
2015,3,女,25-34,1,台北市
2015,3,男,15-24,3,台北市
2015,3,男,25-34,7,台北市
2015,3,男,35-49,5,台北市
2015,3,男,25-34,1,台東縣
2015,3,男,35-49,1,台東縣
2015,3,男,25-34,6,台南市
2015,3,男,35-49,4,台南市
2015,3,男,50-64,1,台南市
2015,3,男,15-24,1,宜蘭縣
2015,3,女,25-34,1,花蓮縣
2015,3,男,25-34,2,花蓮縣
2015,3,男,35-49,1,花蓮縣
2015,3,男,25-34,2,金門縣
2015,3,男,15-24,1,南投縣
2015,3,男,35-49,1,南投縣
2015,3,男,15-24,1,屏東縣
2015,3,男,25-34,1,屏東縣
2015,3,男,35-49,3,屏東縣
2015,3,男,25-34,1,苗栗縣
2015,3,男,25-34,6,桃園市
2015,3,男,35-49,7,桃園市
2015,3,男,25-34,6,高雄市
2015,3,男,35-49,12,高雄市
2015,3,男,50-64,4,高雄市
2015,3,男,65以上,1,高雄市
2015,3,女,35-49,1,基隆市
2015,3,男,35-49,1,基隆市
2015,3,男,35-49,2,雲林縣
2015,3,男,50-64,1,雲林縣
2015,3,男,15-24,5,新北市
2015,3,男,25-34,11,新北市
2015,3,男,35-49,12,新北市
2015,3,男,50-64,2,新竹市
2015,3,男,25-34,1,嘉義市
2015,3,男,35-49,1,嘉義縣
2015,3,男,25-34,2,彰化縣
2015,3,男,35-49,4,彰化縣
2015,3,男,50-64,1,彰化縣
2015,4,女,35-49,1,台中市
2015,4,男,15-24,4,台中市
2015,4,男,25-34,10,台中市
2015,4,男,35-49,7,台中市
2015,4,男,50-64,2,台中市
2015,4,女,35-49,1,台北市
2015,4,男,15-24,2,台北市
2015,4,男,25-34,10,台北市
2015,4,男,35-49,5,台北市
2015,4,男,50-64,1,台北市
2015,4,男,35-49,1,台東縣
2015,4,女,25-34,1,台南市
2015,4,男,15-24,2,台南市
2015,4,男,25-34,4,台南市
2015,4,男,35-49,2,台南市
2015,4,男,50-64,2,台南市
2015,4,男,25-34,1,宜蘭縣
2015,4,男,15-24,1,南投縣
2015,4,男,35-49,2,屏東縣
2015,4,男,15-24,2,桃園市
2015,4,男,25-34,6,桃園市
2015,4,男,35-49,5,桃園市
2015,4,男,50-64,1,桃園市
2015,4,男,65以上,1,桃園市
2015,4,男,15-24,2,高雄市
2015,4,男,25-34,10,高雄市
2015,4,男,35-49,7,高雄市
2015,4,男,15-24,1,基隆市
2015,4,男,50-64,2,基隆市
2015,4,男,35-49,2,雲林縣
2015,4,女,50-64,1,新北市
2015,4,男,25-34,15,新北市
2015,4,男,35-49,13,新北市
2015,4,男,50-64,1,新北市
2015,4,男,65以上,3,新北市
2015,4,男,35-49,1,新竹市
2015,4,男,15-24,2,新竹縣
2015,4,男,35-49,1,新竹縣
2015,4,男,15-24,1,嘉義縣
2015,4,男,15-24,1,彰化縣
2015,4,男,25-34,2,彰化縣
2015,4,男,35-49,2,彰化縣
2015,4,男,50-64,1,彰化縣
2015,5,男,15-24,3,台中市
2015,5,男,25-34,7,台中市
2015,5,男,35-49,6,台中市
2015,5,男,15-24,3,台北市
2015,5,男,25-34,4,台北市
2015,5,男,35-49,5,台北市
2015,5,男,50-64,1,台北市
2015,5,男,未滿15,1,台北市
2015,5,男,15-24,3,台南市
2015,5,男,25-34,5,台南市
2015,5,男,35-49,3,台南市
2015,5,男,15-24,1,宜蘭縣
2015,5,男,25-34,1,宜蘭縣
2015,5,男,25-34,1,花蓮縣
2015,5,男,35-49,2,花蓮縣
2015,5,女,35-49,1,南投縣
2015,5,男,15-24,1,南投縣
2015,5,男,25-34,1,南投縣
2015,5,男,25-34,1,屏東縣
2015,5,男,35-49,4,屏東縣
2015,5,男,50-64,3,屏東縣
2015,5,女,50-64,1,桃園市
2015,5,男,15-24,1,桃園市
2015,5,男,25-34,8,桃園市
2015,5,男,35-49,2,桃園市
2015,5,男,15-24,1,高雄市
2015,5,男,25-34,2,高雄市
2015,5,男,35-49,4,高雄市
2015,5,男,50-64,1,高雄市
2015,5,男,35-49,2,基隆市
2015,5,男,35-49,1,雲林縣
2015,5,男,15-24,7,新北市
2015,5,男,25-34,11,新北市
2015,5,男,35-49,11,新北市
2015,5,男,50-64,3,新北市
2015,5,男,65以上,1,新北市
2015,5,男,25-34,1,新竹縣
2015,5,男,25-34,1,嘉義縣
2015,5,男,15-24,2,彰化縣
2015,5,男,35-49,1,彰化縣
2015,6,女,50-64,1,台中市
2015,6,男,25-34,8,台中市
2015,6,男,35-49,5,台中市
2015,6,男,50-64,4,台中市
2015,6,男,15-24,4,台北市
2015,6,男,25-34,3,台北市
2015,6,男,35-49,7,台北市
2015,6,男,50-64,1,台北市
2015,6,男,65以上,1,台北市
2015,6,男,25-34,1,台東縣
2015,6,男,35-49,1,台東縣
2015,6,女,25-34,1,台南市
2015,6,男,15-24,3,台南市
2015,6,男,25-34,2,台南市
2015,6,男,35-49,2,台南市
2015,6,男,50-64,2,台南市
2015,6,男,25-34,1,宜蘭縣
2015,6,男,25-34,1,花蓮縣
2015,6,男,65以上,1,花蓮縣
2015,6,男,15-24,1,屏東縣
2015,6,男,25-34,2,屏東縣
2015,6,男,50-64,1,屏東縣
2015,6,男,15-24,1,苗栗縣
2015,6,男,25-34,1,苗栗縣
2015,6,男,35-49,2,苗栗縣
2015,6,女,35-49,1,桃園市
2015,6,男,15-24,4,桃園市
2015,6,男,25-34,2,桃園市
2015,6,男,35-49,3,桃園市
2015,6,男,50-64,1,桃園市
2015,6,女,25-34,1,高雄市
2015,6,男,15-24,1,高雄市
2015,6,男,25-34,7,高雄市
2015,6,男,35-49,6,高雄市
2015,6,男,50-64,3,高雄市
2015,6,男,25-34,1,基隆市
2015,6,男,35-49,2,基隆市
2015,6,女,25-34,1,雲林縣
2015,6,女,50-64,1,雲林縣
2015,6,男,15-24,1,雲林縣
2015,6,男,25-34,1,雲林縣
2015,6,女,35-49,3,新北市
2015,6,男,15-24,4,新北市
2015,6,男,25-34,11,新北市
2015,6,男,35-49,8,新北市
2015,6,男,50-64,2,新北市
2015,6,男,25-34,2,新竹市
2015,6,男,35-49,2,新竹市
2015,6,男,15-24,1,新竹縣
2015,6,男,35-49,1,新竹縣
2015,6,男,35-49,1,嘉義市
2015,6,男,15-24,1,嘉義縣
2015,6,男,25-34,2,嘉義縣
2015,6,男,15-24,1,彰化縣
2015,7,女,25-34,1,台中市
2015,7,男,15-24,3,台中市
2015,7,男,25-34,5,台中市
2015,7,男,35-49,5,台中市
2015,7,男,25-34,9,台北市
2015,7,男,35-49,4,台北市
2015,7,男,50-64,2,台北市
2015,7,男,35-49,1,台東縣
2015,7,男,25-34,4,台南市
2015,7,男,35-49,4,台南市
2015,7,男,50-64,1,台南市
2015,7,男,25-34,2,宜蘭縣
2015,7,男,25-34,2,花蓮縣
2015,7,男,35-49,1,花蓮縣
2015,7,男,25-34,2,南投縣
2015,7,男,35-49,1,南投縣
2015,7,男,25-34,4,屏東縣
2015,7,男,25-34,1,苗栗縣
2015,7,男,15-24,3,桃園市
2015,7,男,25-34,4,桃園市
2015,7,男,35-49,3,桃園市
2015,7,女,25-34,1,高雄市
2015,7,男,15-24,5,高雄市
2015,7,男,25-34,6,高雄市
2015,7,男,35-49,7,高雄市
2015,7,女,35-49,1,基隆市
2015,7,男,15-24,1,雲林縣
